Name,Age,Overall,Club,Position,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,Acceleration,SprintSpeed,ShotPower,Stamina,Strength,LongShots,Interceptions,Positioning,Penalties,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
J. Aidoo,25,74,RC Celta de Vigo,SUB,29.0,59.0,35.0,42.0,48.0,69.0,76.0,40.0,77.0,91.0,23.0,71.0,25.0,31.0,76.0,72.0,76.0,70.0
S. Ramírez,20,63,Club Atlético Huracán,SUB,62.0,57.0,65.0,50.0,63.0,73.0,77.0,63.0,69.0,59.0,48.0,25.0,59.0,50.0,35.0,30.0,64.0,30.0
L. Woolfenden,22,65,Ipswich Town,SUB,53.0,60.0,53.0,57.0,57.0,63.0,66.0,42.0,70.0,83.0,26.0,63.0,41.0,42.0,65.0,64.0,67.0,64.0
18 N. Burdisso,36,76,Torino F.C.,CB,34.0,54.0,40.0,65.0,52.0,54.0,52.0,24.0,52.0,74.0,23.0,77.0,25.0,41.0,79.0,78.0,75.0,
F. Helander,28,74,Rangers FC,RES,30.0,58.0,52.0,48.0,58.0,40.0,47.0,58.0,63.0,85.0,25.0,73.0,24.0,34.0,76.0,74.0,76.0,76.0
J. Sainati,32,66,SC Bastia,SUB,56.0,62.0,33.0,58.0,54.0,68.0,64.0,34.0,73.0,83.0,29.0,62.0,39.0,37.0,66.0,65.0,66.0,64.0
T. D'Almeida,20,56,Cardiff City,RES,43.0,59.0,62.0,62.0,55.0,62.0,60.0,50.0,53.0,57.0,35.0,50.0,48.0,50.0,52.0,53.0,57.0,55.0
21 S. Hendrie,25,62,Morecambe,SUB,56.0,52.0,60.0,46.0,55.0,71.0,76.0,40.0,69.0,69.0,38.0,59.0,50.0,42.0,62.0,61.0,63.0,60.0
M. Grabowski,21,62,Bruk-Bet Termalica Nieciecza,RES,59.0,55.0,60.0,42.0,58.0,76.0,81.0,30.0,58.0,59.0,38.0,59.0,44.0,39.0,64.0,59.0,62.0,55.0
P. Ceccaroni,25,66,Venezia FC,LCB,59.0,63.0,49.0,61.0,58.0,72.0,72.0,29.0,69.0,67.0,24.0,66.0,38.0,37.0,67.0,64.0,68.0,70.0
P. Starzyński,17,62,Wisła Kraków,LM,60.0,60.0,62.0,52.0,61.0,83.0,81.0,58.0,64.0,53.0,40.0,28.0,58.0,54.0,40.0,26.0,63.0,24.0
Algobia,22,59,Getafe CF,RES,50.0,64.0,61.0,60.0,63.0,38.0,35.0,59.0,30.0,45.0,57.0,55.0,60.0,47.0,58.0,54.0,61.0,49.0
L. Mauragis,19,55,Newcastle Jets,SUB,49.0,49.0,52.0,48.0,55.0,84.0,82.0,59.0,73.0,74.0,34.0,43.0,52.0,49.0,49.0,45.0,57.0,44.0
21 A. Dzabana,23,61,Le Havre AC,SUB,43.0,60.0,65.0,46.0,62.0,82.0,82.0,62.0,51.0,56.0,57.0,12.0,61.0,65.0,13.0,18.0,64.0,17.0
Rodrigo Gomes,17,63,SC Braga,RES,49.0,57.0,64.0,44.0,66.0,71.0,71.0,69.0,53.0,41.0,55.0,33.0,67.0,56.0,31.0,22.0,65.0,23.0
I. Christie-Davies,23,58,Barnsley,RES,55.0,63.0,57.0,57.0,60.0,63.0,66.0,61.0,59.0,63.0,56.0,52.0,53.0,42.0,48.0,37.0,60.0,34.0
M. Kaufmann,20,64,Hamburger SV,SUB,51.0,55.0,60.0,43.0,61.0,71.0,74.0,67.0,62.0,73.0,60.0,18.0,66.0,61.0,22.0,17.0,66.0,23.0
C. Albornoz,20,60,Atlético Tucumán,RES,49.0,64.0,52.0,60.0,61.0,50.0,51.0,62.0,34.0,57.0,44.0,54.0,27.0,56.0,64.0,62.0,62.0,56.0
R. Edmonds-Green,22,64,Rotherham United,RCB,46.0,58.0,48.0,43.0,57.0,63.0,68.0,40.0,58.0,68.0,27.0,67.0,40.0,40.0,64.0,64.0,66.0,63.0
N. Ramírez,24,69,CD Huachipato,RCB,33.0,69.0,54.0,55.0,64.0,50.0,62.0,52.0,61.0,76.0,27.0,72.0,26.0,41.0,68.0,66.0,71.0,71.0
J. Torres,24,66,Club Atlético Sarmiento,ST,47.0,63.0,68.0,46.0,74.0,47.0,61.0,70.0,54.0,70.0,60.0,18.0,64.0,75.0,17.0,15.0,68.0,17.0
S. Arce,19,59,Mazatlán Futbol Club,SUB,48.0,58.0,54.0,55.0,61.0,72.0,73.0,55.0,46.0,65.0,42.0,37.0,56.0,49.0,36.0,34.0,61.0,32.0
Ricardinho,22,61,Santa Clara,RES,59.0,63.0,68.0,61.0,69.0,63.0,68.0,59.0,41.0,58.0,42.0,24.0,59.0,53.0,36.0,43.0,63.0,48.0
D. Leyva,18,56,Seattle Sounders FC,SUB,35.0,65.0,47.0,55.0,58.0,60.0,55.0,67.0,57.0,46.0,68.0,44.0,53.0,41.0,60.0,52.0,60.0,44.0
L. Griebsch,17,58,Hallescher FC,RES,54.0,55.0,54.0,53.0,51.0,70.0,66.0,49.0,70.0,62.0,34.0,55.0,53.0,39.0,56.0,54.0,59.0,53.0
M. Nakkim,24,64,Mjøndalen IF,RCB,32.0,60.0,41.0,52.0,54.0,53.0,54.0,58.0,67.0,75.0,32.0,64.0,29.0,55.0,65.0,61.0,66.0,59.0
T. Tormin,20,61,Chamois Niortais Football Club,SUB,56.0,54.0,64.0,48.0,63.0,79.0,80.0,56.0,60.0,60.0,51.0,19.0,60.0,62.0,33.0,31.0,63.0,21.0
T. Vargas,20,63,Montpellier Hérault SC,SUB,53.0,58.0,55.0,44.0,59.0,72.0,72.0,59.0,59.0,53.0,26.0,62.0,41.0,40.0,62.0,63.0,63.0,54.0
F. Fazio,34,75,Roma,RES,44.0,64.0,44.0,60.0,75.0,33.0,34.0,58.0,63.0,83.0,26.0,75.0,32.0,26.0,78.0,73.0,75.0,77.0
21 R. Sans,21,60,FC Sochaux-Montbéliard,SUB,59.0,58.0,57.0,48.0,59.0,64.0,62.0,37.0,56.0,50.0,38.0,58.0,48.0,42.0,59.0,58.0,60.0,56.0
W. Faghir,17,64,VfB Stuttgart,RES,31.0,56.0,64.0,42.0,66.0,66.0,71.0,68.0,63.0,79.0,58.0,19.0,63.0,53.0,21.0,16.0,66.0,15.0
18 P. Mertesacker,32,80,Arsenal,SUB,38.0,65.0,39.0,56.0,64.0,25.0,26.0,71.0,52.0,81.0,25.0,86.0,43.0,42.0,85.0,80.0,78.0,
19 M. Britos,32,73,Watford,SUB,43.0,60.0,47.0,64.0,58.0,37.0,38.0,30.0,41.0,79.0,31.0,73.0,24.0,51.0,73.0,71.0,72.0,
M. Cestor,29,68,CFR Cluj,SUB,58.0,52.0,40.0,48.0,53.0,73.0,81.0,44.0,64.0,84.0,12.0,66.0,35.0,32.0,68.0,70.0,69.0,64.0
L. Armstrong,24,63,Harrogate Town,RS,30.0,56.0,59.0,32.0,61.0,70.0,74.0,63.0,67.0,78.0,58.0,19.0,62.0,60.0,23.0,18.0,65.0,21.0
T. Itō,24,64,Sint-Truidense VV,SUB,65.0,55.0,72.0,45.0,70.0,90.0,70.0,60.0,48.0,30.0,46.0,25.0,55.0,41.0,24.0,22.0,65.0,17.0
M. Naderi,24,65,Altay SK,LB,62.0,58.0,34.0,54.0,59.0,62.0,66.0,31.0,73.0,81.0,24.0,66.0,35.0,38.0,65.0,63.0,67.0,62.0
K. Baah,18,60,Watford,RES,49.0,52.0,62.0,47.0,59.0,87.0,83.0,64.0,52.0,61.0,60.0,28.0,54.0,48.0,32.0,24.0,61.0,30.0
18 M. Diakité,30,69,Bari,SUB,41.0,51.0,41.0,56.0,51.0,59.0,67.0,76.0,53.0,90.0,51.0,66.0,39.0,41.0,64.0,67.0,68.0,
21 A. Traoré,25,66,FC Metz,RES,58.0,60.0,68.0,47.0,65.0,85.0,86.0,72.0,63.0,63.0,64.0,12.0,66.0,51.0,14.0,18.0,67.0,12.0
E. Shuranov,19,64,1. FC Nürnberg,RS,31.0,50.0,59.0,36.0,57.0,60.0,65.0,66.0,60.0,81.0,59.0,19.0,62.0,66.0,26.0,22.0,66.0,24.0
Pedro Henrique,27,74,Vitória de Guimarães,SUB,29.0,65.0,52.0,41.0,62.0,34.0,53.0,68.0,75.0,91.0,37.0,75.0,32.0,43.0,79.0,75.0,76.0,73.0
21 P. Méndez,21,62,Deportivo Binacional,RES,38.0,62.0,59.0,59.0,64.0,68.0,71.0,38.0,75.0,63.0,58.0,38.0,59.0,35.0,40.0,25.0,64.0,44.0
Quevin Castro,19,60,West Bromwich Albion,SUB,51.0,64.0,66.0,60.0,68.0,73.0,68.0,58.0,53.0,64.0,47.0,46.0,48.0,42.0,41.0,31.0,62.0,29.0
L. Wales,23,63,Western United FC,RW,56.0,59.0,60.0,48.0,59.0,90.0,89.0,62.0,65.0,66.0,45.0,32.0,60.0,47.0,20.0,24.0,65.0,19.0
J. Grimaldo,18,61,Club Sporting Cristal,SUB,55.0,65.0,63.0,58.0,65.0,71.0,73.0,55.0,58.0,51.0,55.0,33.0,55.0,60.0,30.0,33.0,63.0,44.0
O. Bugiel,27,60,Sutton United,SUB,36.0,55.0,56.0,39.0,58.0,65.0,67.0,65.0,67.0,85.0,53.0,23.0,60.0,57.0,28.0,21.0,61.0,32.0
Pedro Ortiz,20,60,Sevilla FC,RES,33.0,65.0,62.0,60.0,61.0,67.0,63.0,48.0,69.0,57.0,59.0,51.0,58.0,38.0,60.0,46.0,62.0,38.0
A. Bardakcı,26,69,İttifak Holding Konyaspor,LCB,60.0,55.0,47.0,43.0,60.0,51.0,45.0,46.0,71.0,77.0,27.0,63.0,47.0,48.0,74.0,70.0,70.0,72.0
I. Nuhu,19,64,KAS Eupen,SUB,59.0,59.0,73.0,54.0,66.0,87.0,73.0,54.0,34.0,29.0,39.0,21.0,50.0,45.0,28.0,42.0,65.0,33.0
K. Kinoshita,26,62,Urawa Red Diamonds,RES,44.0,54.0,61.0,30.0,64.0,64.0,64.0,61.0,68.0,80.0,60.0,23.0,61.0,57.0,19.0,17.0,64.0,22.0
O. Ünlüçifçi,24,59,SV Waldhof Mannheim 07,RES,54.0,67.0,65.0,60.0,66.0,75.0,67.0,48.0,75.0,54.0,46.0,35.0,50.0,45.0,35.0,34.0,64.0,33.0
I. Lidberg,22,58,Go Ahead Eagles,SUB,40.0,50.0,49.0,44.0,55.0,71.0,73.0,59.0,69.0,75.0,46.0,32.0,58.0,51.0,33.0,29.0,60.0,34.0
Chumi,22,67,Unión Deportiva Almería,RCB,38.0,64.0,51.0,50.0,63.0,50.0,55.0,47.0,59.0,70.0,36.0,66.0,34.0,50.0,69.0,67.0,69.0,68.0
20 F. Lobos,20,65,Universidad de Chile,SUB,64.0,66.0,70.0,64.0,67.0,73.0,72.0,56.0,67.0,67.0,48.0,12.0,63.0,58.0,13.0,24.0,66.0,14.0
K. Hinokio,20,61,PGE FKS Stal Mielec,LF,55.0,61.0,66.0,57.0,63.0,61.0,62.0,63.0,63.0,33.0,63.0,29.0,53.0,49.0,28.0,31.0,63.0,33.0
David Argüelles,19,61,Real Sporting de Gijón,RES,51.0,45.0,57.0,38.0,52.0,78.0,77.0,39.0,62.0,45.0,36.0,59.0,50.0,44.0,60.0,62.0,61.0,55.0
21 E. Beltramone,21,60,Club Atlético Talleres,RES,47.0,69.0,60.0,68.0,68.0,60.0,61.0,61.0,59.0,32.0,38.0,30.0,50.0,52.0,48.0,59.0,62.0,30.0
E. Zeballos,19,64,Boca Juniors,RES,65.0,55.0,71.0,50.0,67.0,78.0,77.0,58.0,66.0,30.0,53.0,28.0,55.0,58.0,36.0,34.0,65.0,27.0
O. Cissé,30,62,Oldham Athletic,LCM,44.0,60.0,54.0,57.0,55.0,49.0,46.0,67.0,82.0,90.0,44.0,60.0,50.0,46.0,62.0,55.0,62.0,59.0
T. Yanagi,23,63,Hokkaido Consadole Sapporo,SUB,56.0,55.0,55.0,53.0,53.0,75.0,85.0,45.0,68.0,82.0,36.0,57.0,51.0,33.0,62.0,60.0,63.0,56.0
20 K. Gipson,23,61,SG Sonnenhof Großaspach,RM,46.0,56.0,57.0,40.0,55.0,74.0,75.0,44.0,62.0,61.0,28.0,56.0,42.0,36.0,63.0,62.0,62.0,59.0
R. Dadashov,22,63,CD Tondela,SUB,37.0,58.0,57.0,44.0,58.0,64.0,66.0,70.0,54.0,70.0,58.0,21.0,63.0,58.0,23.0,20.0,65.0,13.0
Z. Celar,22,64,FC Lugano,SUB,38.0,50.0,65.0,41.0,64.0,73.0,69.0,62.0,70.0,71.0,52.0,23.0,68.0,65.0,21.0,22.0,66.0,22.0
N. Powder,22,62,Real Salt Lake,RES,57.0,49.0,56.0,44.0,45.0,85.0,80.0,52.0,84.0,65.0,46.0,54.0,35.0,22.0,54.0,57.0,62.0,58.0
L. Pinckert,21,60,FC Viktoria 1889 Berlin,RM,53.0,58.0,57.0,54.0,55.0,68.0,67.0,45.0,63.0,72.0,32.0,58.0,52.0,39.0,63.0,60.0,62.0,53.0
K. Tachibanada,23,58,Kawasaki Frontale,SUB,40.0,60.0,65.0,55.0,64.0,67.0,58.0,49.0,50.0,54.0,43.0,55.0,46.0,41.0,58.0,53.0,59.0,56.0
H. Yamada,21,62,Cerezo Osaka,RES,64.0,60.0,58.0,51.0,56.0,65.0,73.0,61.0,60.0,73.0,53.0,17.0,62.0,50.0,26.0,20.0,64.0,21.0
Yoon Jong Gyu,23,61,FC Seoul,RB,58.0,58.0,55.0,48.0,56.0,76.0,72.0,32.0,59.0,58.0,41.0,56.0,59.0,29.0,61.0,57.0,61.0,52.0
21 D. Sesay,21,60,Crawley Town,SUB,55.0,54.0,60.0,40.0,58.0,78.0,80.0,54.0,62.0,65.0,48.0,59.0,45.0,39.0,58.0,55.0,61.0,56.0
R. Sigurðsson,34,67,,SUB,43.0,64.0,36.0,60.0,51.0,44.0,48.0,57.0,50.0,78.0,50.0,68.0,27.0,60.0,68.0,65.0,67.0,66.0
P. Škuletić,30,69,Montpellier Hérault SC,SUB,41.0,59.0,53.0,33.0,65.0,55.0,55.0,78.0,54.0,85.0,68.0,28.0,73.0,68.0,15.0,12.0,69.0,45.0
A. Álvarez,18,59,Club Universidad Nacional,RES,53.0,69.0,54.0,68.0,65.0,55.0,66.0,52.0,46.0,39.0,49.0,26.0,47.0,58.0,46.0,52.0,61.0,44.0
J. Greaves,20,67,Hull City,LCB,35.0,61.0,52.0,60.0,59.0,63.0,65.0,41.0,70.0,76.0,31.0,65.0,42.0,34.0,67.0,66.0,69.0,66.0
J. Reid,26,60,Stevenage,SUB,38.0,50.0,58.0,47.0,57.0,75.0,76.0,64.0,75.0,70.0,59.0,12.0,60.0,60.0,20.0,13.0,61.0,18.0
A. Papadopoulos,21,64,Borussia Dortmund II,RCB,28.0,63.0,53.0,44.0,63.0,63.0,69.0,33.0,74.0,82.0,27.0,64.0,37.0,35.0,66.0,63.0,68.0,66.0
J. Arp,21,66,Holstein Kiel,ST,46.0,53.0,68.0,34.0,69.0,70.0,66.0,64.0,52.0,64.0,59.0,16.0,67.0,55.0,17.0,20.0,68.0,18.0
Asier Córdoba,21,61,AD Alcorcón,RES,69.0,58.0,61.0,54.0,62.0,74.0,79.0,64.0,52.0,57.0,53.0,35.0,52.0,56.0,28.0,38.0,63.0,40.0
G. Hanley,29,75,Norwich City,RCB,29.0,60.0,43.0,48.0,58.0,52.0,52.0,40.0,50.0,82.0,29.0,74.0,33.0,28.0,75.0,77.0,75.0,78.0
André Anderson,21,64,Lazio,RES,50.0,67.0,70.0,58.0,66.0,70.0,70.0,65.0,63.0,47.0,50.0,15.0,65.0,60.0,20.0,15.0,67.0,30.0
A. Konaté,19,61,Nottingham Forest,RES,50.0,59.0,68.0,52.0,64.0,74.0,76.0,58.0,32.0,57.0,53.0,23.0,59.0,54.0,31.0,43.0,63.0,21.0
M. Neuer,35,90,FC Bayern München,GK,15.0,60.0,30.0,68.0,46.0,54.0,60.0,68.0,43.0,80.0,16.0,30.0,12.0,47.0,10.0,11.0,90.0,17.0
J. Okedina,20,60,Cambridge United,SUB,51.0,53.0,57.0,44.0,54.0,64.0,71.0,49.0,74.0,73.0,23.0,58.0,41.0,46.0,61.0,59.0,62.0,61.0
21 J. Djourou,33,69,FC Nordsjælland,SUB,44.0,65.0,39.0,50.0,49.0,50.0,50.0,52.0,47.0,84.0,30.0,68.0,45.0,45.0,70.0,64.0,69.0,70.0
21 Y. Fortuné,21,60,Angers SCO,RES,48.0,56.0,58.0,48.0,63.0,74.0,72.0,57.0,69.0,68.0,62.0,15.0,54.0,55.0,23.0,14.0,62.0,34.0
O. Pohlmann,20,61,Borussia Dortmund II,RM,59.0,61.0,66.0,57.0,63.0,75.0,66.0,59.0,60.0,64.0,49.0,24.0,53.0,47.0,29.0,33.0,62.0,31.0
A. Peña,25,63,Cruz Azul,RES,41.0,63.0,35.0,54.0,62.0,63.0,62.0,59.0,66.0,73.0,43.0,60.0,27.0,52.0,65.0,65.0,65.0,65.0
21 C. Stokes,29,63,Forest Green Rovers,LCB,56.0,57.0,53.0,50.0,56.0,44.0,54.0,56.0,59.0,73.0,48.0,61.0,44.0,36.0,63.0,62.0,63.0,62.0
Ignasi Miquel,28,71,SD Huesca,LCB,49.0,70.0,55.0,58.0,68.0,58.0,60.0,55.0,61.0,77.0,21.0,71.0,26.0,43.0,71.0,72.0,72.0,67.0
U. Đerić,29,65,Suwon Samsung Bluewings,SUB,27.0,55.0,59.0,37.0,62.0,59.0,32.0,76.0,71.0,88.0,68.0,34.0,62.0,65.0,11.0,11.0,65.0,34.0
M. Morrison,33,71,Reading,SUB,25.0,55.0,33.0,53.0,54.0,46.0,48.0,40.0,71.0,78.0,33.0,71.0,37.0,30.0,73.0,70.0,71.0,70.0
E. Bristow,19,60,Reading,RES,59.0,54.0,57.0,48.0,57.0,71.0,73.0,39.0,64.0,68.0,37.0,51.0,51.0,39.0,59.0,57.0,60.0,50.0
S. Babić,25,70,Unión Deportiva Almería,SUB,23.0,58.0,46.0,56.0,62.0,55.0,56.0,57.0,55.0,87.0,41.0,64.0,28.0,38.0,73.0,71.0,72.0,72.0
21 P. Sané,28,61,Rodez Aveyron Football,SUB,42.0,59.0,60.0,42.0,59.0,65.0,70.0,68.0,64.0,69.0,62.0,22.0,59.0,67.0,22.0,20.0,61.0,27.0
21 M. Diagne,26,69,Royal Charleroi S.C.,SUB,40.0,62.0,36.0,52.0,58.0,65.0,72.0,44.0,72.0,74.0,27.0,66.0,22.0,33.0,71.0,68.0,71.0,68.0
G. Lloris,25,69,AJ Auxerre,SUB,44.0,65.0,49.0,60.0,62.0,39.0,50.0,53.0,64.0,81.0,35.0,63.0,34.0,40.0,72.0,69.0,71.0,69.0
21 G. Kashia,32,68,San Jose Earthquakes,SUB,45.0,63.0,52.0,61.0,56.0,39.0,40.0,43.0,70.0,82.0,17.0,68.0,36.0,51.0,68.0,67.0,68.0,63.0
Diogo Izata,24,60,Gaz Metan Mediaş,SUB,41.0,60.0,60.0,55.0,59.0,64.0,62.0,45.0,65.0,61.0,34.0,58.0,53.0,41.0,64.0,61.0,61.0,57.0
K. Denkey,20,67,KSV Cercle Brugge,SUB,30.0,55.0,68.0,31.0,70.0,72.0,72.0,72.0,62.0,74.0,65.0,18.0,70.0,68.0,12.0,12.0,69.0,33.0
21 Y. Yashiki,16,59,Oita Trinita,RES,42.0,56.0,66.0,44.0,57.0,83.0,68.0,58.0,56.0,40.0,51.0,23.0,55.0,53.0,44.0,32.0,60.0,26.0
C. Daferner,23,67,SG Dynamo Dresden,LS,35.0,55.0,63.0,34.0,64.0,59.0,64.0,68.0,72.0,78.0,59.0,20.0,70.0,58.0,20.0,17.0,69.0,31.0
D. Johnson,22,63,Fleetwood Town,SUB,54.0,58.0,58.0,42.0,58.0,63.0,65.0,49.0,61.0,74.0,31.0,60.0,45.0,33.0,64.0,60.0,65.0,62.0
R. Alves,19,56,Servette FC,SUB,51.0,61.0,58.0,59.0,59.0,68.0,69.0,54.0,63.0,34.0,43.0,45.0,55.0,44.0,50.0,49.0,59.0,46.0
N. Doodeman,24,64,SC Cambuur,SUB,62.0,59.0,65.0,50.0,65.0,76.0,73.0,58.0,66.0,48.0,59.0,23.0,66.0,54.0,26.0,28.0,65.0,21.0
J. Rodon,23,72,Tottenham Hotspur,RES,34.0,70.0,53.0,60.0,62.0,54.0,62.0,43.0,67.0,77.0,24.0,80.0,23.0,40.0,74.0,71.0,74.0,72.0
R. Zekhnini,23,64,Molde FK,SUB,58.0,57.0,65.0,36.0,66.0,86.0,86.0,63.0,55.0,36.0,50.0,25.0,60.0,50.0,27.0,31.0,65.0,37.0
21 E. Castillo,26,62,,LCM,43.0,65.0,41.0,58.0,62.0,62.0,58.0,45.0,63.0,70.0,37.0,58.0,33.0,42.0,61.0,56.0,63.0,56.0
A. Thompson,28,63,Leyton Orient,SUB,60.0,60.0,47.0,53.0,56.0,54.0,55.0,47.0,81.0,77.0,34.0,57.0,30.0,31.0,64.0,62.0,63.0,62.0
M. Andersen,23,72,Barnsley,SUB,35.0,61.0,43.0,56.0,58.0,52.0,42.0,45.0,72.0,80.0,30.0,76.0,30.0,37.0,73.0,72.0,74.0,71.0
R. Hardie,24,64,Plymouth Argyle,RS,39.0,56.0,60.0,42.0,63.0,83.0,88.0,63.0,73.0,70.0,56.0,18.0,65.0,59.0,21.0,18.0,66.0,22.0
G. Gerzel,21,64,Platense,SUB,65.0,56.0,66.0,40.0,66.0,75.0,73.0,62.0,63.0,46.0,58.0,20.0,67.0,57.0,23.0,21.0,65.0,18.0
A. Carboni,20,68,Cagliari,LCB,60.0,63.0,59.0,50.0,67.0,58.0,54.0,41.0,55.0,66.0,26.0,70.0,29.0,37.0,73.0,72.0,70.0,69.0
S. Nakano,17,60,Sagan Tosu,RES,56.0,57.0,50.0,55.0,55.0,72.0,63.0,45.0,65.0,48.0,34.0,58.0,46.0,31.0,60.0,54.0,60.0,55.0
D. Febles,30,66,Aragua Fútbol Club,SUB,41.0,56.0,61.0,36.0,59.0,76.0,67.0,58.0,57.0,76.0,66.0,38.0,72.0,41.0,25.0,22.0,66.0,28.0
T. Klupś,20,64,Lech Poznań,SUB,57.0,61.0,59.0,49.0,62.0,91.0,93.0,57.0,71.0,59.0,45.0,26.0,56.0,53.0,28.0,24.0,65.0,36.0
T. Sabitzer,20,63,WSG Tirol,RS,55.0,57.0,66.0,45.0,64.0,79.0,75.0,49.0,70.0,64.0,52.0,23.0,62.0,56.0,20.0,18.0,64.0,17.0
S. Abdul Samed,21,61,Clermont Foot 63,SUB,38.0,66.0,61.0,60.0,66.0,50.0,61.0,49.0,56.0,56.0,45.0,56.0,40.0,44.0,65.0,61.0,62.0,53.0
B. Sepúlveda,28,65,Arsenal de Sarandí,SUB,42.0,52.0,61.0,41.0,64.0,54.0,55.0,68.0,57.0,75.0,54.0,24.0,67.0,70.0,25.0,25.0,65.0,21.0
H. Narzary,27,58,Hyderabad FC,LM,57.0,47.0,58.0,44.0,58.0,78.0,79.0,56.0,75.0,62.0,52.0,43.0,51.0,50.0,38.0,21.0,58.0,24.0
Daniel Penha,22,61,Newcastle Jets,SUB,51.0,67.0,66.0,62.0,67.0,68.0,66.0,42.0,60.0,49.0,39.0,28.0,46.0,68.0,36.0,34.0,63.0,30.0
F. Hübner,30,71,1. FC Nürnberg,SUB,45.0,55.0,32.0,50.0,50.0,54.0,48.0,62.0,61.0,78.0,35.0,75.0,44.0,44.0,76.0,73.0,71.0,73.0
Montero,22,70,Beşiktaş JK,LCB,44.0,67.0,55.0,59.0,65.0,60.0,61.0,37.0,59.0,73.0,26.0,74.0,23.0,40.0,73.0,70.0,72.0,69.0
D. Pike,19,62,Blackburn Rovers,RES,60.0,57.0,61.0,48.0,57.0,75.0,73.0,36.0,68.0,46.0,35.0,51.0,49.0,38.0,60.0,60.0,62.0,54.0
J. Richardson,20,61,Nottingham Forest,RES,52.0,51.0,59.0,41.0,57.0,82.0,89.0,40.0,69.0,67.0,33.0,54.0,50.0,42.0,58.0,55.0,61.0,52.0
R. Cabral,20,63,Club Atlético Huracán,LW,60.0,58.0,68.0,48.0,63.0,77.0,74.0,65.0,53.0,47.0,50.0,19.0,59.0,55.0,29.0,34.0,64.0,21.0
21 D. Khalid,21,63,Amiens SC,RES,42.0,67.0,70.0,45.0,66.0,62.0,65.0,70.0,51.0,62.0,62.0,15.0,63.0,62.0,16.0,13.0,65.0,16.0
17 P. Brandl,27,54,spusu SKN St. Pölten,SUB,50.0,65.0,49.0,53.0,56.0,76.0,69.0,52.0,62.0,42.0,48.0,44.0,49.0,42.0,52.0,54.0,55.0,
S. Shopov,19,62,SC Heerenveen,SUB,68.0,63.0,66.0,66.0,61.0,75.0,71.0,55.0,40.0,44.0,46.0,29.0,59.0,48.0,24.0,21.0,64.0,27.0
20 V. Nambishi,21,56,Silkeborg IF,SUB,55.0,59.0,55.0,62.0,58.0,60.0,66.0,55.0,67.0,66.0,30.0,58.0,50.0,33.0,53.0,49.0,59.0,55.0
N. Ochojski,22,60,Sportclub Verl,SUB,49.0,59.0,48.0,57.0,55.0,66.0,63.0,53.0,72.0,60.0,36.0,53.0,36.0,36.0,58.0,59.0,60.0,57.0
L. Giaccone,20,61,Rosario Central,RES,53.0,57.0,66.0,54.0,66.0,74.0,67.0,60.0,58.0,44.0,53.0,27.0,55.0,59.0,30.0,33.0,62.0,30.0
18 I. Zuev,23,63,Zenit St. Petersburg,RES,37.0,49.0,36.0,57.0,47.0,53.0,46.0,55.0,58.0,73.0,53.0,53.0,36.0,43.0,62.0,65.0,62.0,
M. Silva,32,68,Real Salt Lake,LCB,32.0,61.0,48.0,58.0,54.0,33.0,31.0,61.0,61.0,90.0,35.0,68.0,30.0,49.0,64.0,60.0,68.0,65.0
E. Agbadou,24,68,KAS Eupen,CB,36.0,61.0,58.0,58.0,58.0,58.0,70.0,53.0,68.0,86.0,23.0,64.0,55.0,34.0,67.0,63.0,70.0,68.0
I. Öztürk,40,67,Altay SK,SUB,44.0,56.0,46.0,42.0,54.0,30.0,34.0,66.0,65.0,78.0,46.0,66.0,34.0,51.0,68.0,62.0,67.0,70.0
Y. Begraoui,19,62,Toulouse Football Club,SUB,49.0,63.0,65.0,39.0,56.0,76.0,82.0,52.0,72.0,55.0,48.0,17.0,56.0,68.0,18.0,20.0,63.0,13.0
D. Pavlovic,19,63,Standard de Liège,SUB,57.0,61.0,60.0,58.0,64.0,71.0,74.0,39.0,66.0,68.0,32.0,55.0,28.0,30.0,63.0,61.0,64.0,58.0
M. Godinho,24,62,Vancouver Whitecaps FC,RES,60.0,54.0,64.0,53.0,63.0,74.0,75.0,28.0,60.0,69.0,29.0,59.0,47.0,40.0,60.0,60.0,63.0,58.0
21 B. Cottrell,18,56,Arsenal,RES,53.0,63.0,61.0,62.0,61.0,63.0,60.0,59.0,48.0,48.0,50.0,31.0,51.0,57.0,38.0,43.0,60.0,36.0
19 A. Morgan,23,62,Sligo Rovers,RS,42.0,54.0,61.0,39.0,60.0,74.0,70.0,61.0,56.0,56.0,59.0,15.0,62.0,60.0,18.0,23.0,61.0,
M. Dembélé,24,63,Rodez Aveyron Football,SUB,45.0,48.0,60.0,42.0,60.0,78.0,81.0,68.0,61.0,64.0,63.0,18.0,60.0,64.0,15.0,15.0,65.0,17.0
J. Orozco,35,75,Club Tijuana,SUB,20.0,59.0,29.0,65.0,39.0,59.0,59.0,61.0,45.0,75.0,18.0,19.0,18.0,30.0,19.0,25.0,75.0,29.0
Paulo Fajarda,29,68,Associação Chapecoense de Futebol,LCB,52.0,47.0,20.0,48.0,51.0,65.0,42.0,60.0,54.0,70.0,27.0,75.0,21.0,45.0,70.0,69.0,68.0,71.0
